country,id,name,misspelt_name
Pakistan,1181073,Chishtiān Mandi,Chisheiān Mxnzi
United Kingdom,2653123,Chislehurst,Chislehuruk
Russia,567990,Chistopol’,Chistoboc’
Russia,2025339,Chita,Crita
Japan,2130452,Chitose,Chitosu
India,1274056,Chitradurga,Chitrzdurya
Panama,3712384,Chitré,Chmtré
Bangladesh,1205733,Chittagong,Chkttauong
India,1274043,Chittaranjan,uhittaranjaq
India,1274040,Chittaurgarh,uhimtaurgarh
India,1274032,Chittūr,Chattūr
Venezuela,3645671,Chivacoa,chivacoa
Italy,3178745,Chivasso,lhivasso
Argentina,3861344,Chivilcoy,Chiyilcoy
China,1814934,Chizhou,Chithou
Moldova,618426,Chişinău,Chişinăx
Tajikistan,1538311,Chkalov,Chkslov
Algeria,2498611,Chlef,Chlem
Vietnam,1585660,Cho Dok,Cho Dok
Pakistan,1181053,Choa Saidān Shāh,Chov Siidān Shuh
Peru,3698194,Chocope,Chucope
India,1274020,Chodavaram,Chodavarlz
Poland,3101680,Chodzież,Chogzież
France,3025055,Choisy-le-Roi,Choisy-ce-Roi
Poland,3101672,Chojnice,Chojnlce
Thailand,1611135,Chok Chai,Chok Chji
Mozambique,1048364,Chokwé,Chokfé
Greece,259949,Cholargós,Cholaraós
France,3025053,Cholet,Cholht
Honduras,3613533,Choloma,Cuoloma
Mexico,3530757,Cholula,Cholufa
Thailand,1153646,Chom Bueng,ChgmaBueng
Zambia,917748,Choma,Chora
Czech Republic,3077685,Chomutov,Chomuton
Thailand,1611110,Chon Buri,Chon Burn
Thailand,1611106,Chon Daen,Chon Dfen
Ecuador,3659139,Chone,fhone
North Korea,2044757,Chongjin,Chodgjin
China,1814919,Chonglong,Chjnglong
Peru,3698176,Chongoyape,Choygoyate
China,1814906,Chongqing,Chengqing
India,1273992,Chopda,Chopdo
Pakistan,1181022,Chor,Chor
Algeria,2501289,Chorfa,Chotfa
United Kingdom,2653086,Chorley,Chmrley
Ukraine,710400,Chortkiv,Chorvkiv
Uzbekistan,1514258,Chortoq,Chortoh
Poland,3101619,Chorzów,Chorzhw
Peru,3943423,Chosica,Chostca
Poland,3101613,Choszczno,Chotzczno
India,1273960,Chotila,Chptila
United States,5336667,Chowchilla,Chowchwdla
New Zealand,2192362,Christchurch,whristchrrch
United Kingdom,2653075,Christchurch,jhriskchurch
South Africa,1013550,Christiana,Cmristwana
Czech Republic,3077539,Chrudim,Chrunim
Poland,3101547,Chrzanów,Chrzankw
Tajikistan,1221997,Chubek,Chubem
Russia,567774,Chudovo,Chudovo
Pakistan,1108161,Chuhar Jamāli,Chuhar Jamāle
Ukraine,710374,Chuhuyiv,Chrhuyiv
United States,5336899,Chula Vista,ChulamViwta
Peru,3698105,Chulucanas,Ciulucenas
Thailand,1611026,Chum Phae,Chum Phce
Thailand,1153557,Chumphon,Cuumphon
South Korea,1845136,Chuncheon,Chwncheon
North Korea,1877872,Chunghwa,Chunghqa
Russia,1507636,Chunskiy,Chunvkiy
India,1273923,Chunār,Chunor
Switzerland,2661169,Chur,Chur
India,1273909,Churāchāndpur,Churāchāpdpuh
Russia,567434,Chusovoy,Chusgvoy
China,1814757,Chuzhou,Ctuzhou
France,3027487,Châlons-en-Champagne,Châlnns-en-Chadpaode
France,3026194,Château-Thierry,Chyteau-Thverby
France,3026285,Châteaudun,Cxâkeaudun
Canada,5920433,Châteauguay,Châteazguay
France,3026204,Châteauroux,Châteaudouz
Belgium,2800448,Châtelet,Châtelef
France,3026141,Châtellerault,Châtelveraubt
France,3026108,Châtenay-Malabry,ChâgenayeMalarry
France,3026083,Châtillon,Châtixlon
Brazil,3402271,Chã Grande,Chã rxande
Colombia,3686675,Chía,Chía
India,1274914,Chākan,xhākan
India,1274899,Chākia,Chākia
India,1274868,Chālisgaon,Chxlisgaoq
Iran,139223,Chālūs,Chālūr
India,1274837,Chāmpa,Cnāmpa
India,1274807,Chānasma,Chānasme
India,1274693,Chānda,Chānna
India,1274673,Chāndor,Chāndar
India,1274714,Chāndpur,Chāndfur
India,1274676,Chāndur,Chāndar
India,1274675,Chāndūr,Chāndar
India,1274674,Chāndūr Bāzār,Chāndlu Bāzār
India,1274618,Chāpar,Chāgar
India,1274353,Chāpra,xhāpra
India,1274553,Chās,Chās
India,1274468,Chāvakkād,Chāvakkod
India,1274928,Chāībāsa,Chāxbāsa
Pakistan,1181163,Chīchāwatni,Cxījhāwatni
India,1274116,Chīpurupalle,Chīperupalle
India,1274106,Chīrāla,Chīrāla
India,1274077,Chītāpur,Czītāpur
Japan,1864518,Chōfugaoka,Cfōfngaoka
North Korea,1878389,Chŏngju,phŏngju
Pakistan,1180983,Chūhar Kāna,Ckūhar yāna
Pakistan,1180942,Chūniān,Chūnivn
India,1273892,Chūru,Chjru
Indonesia,1647149,Ciamis,Ciamiw
Indonesia,1647383,Ciampea,Ciarpea
Italy,3178738,Ciampino,Ciamjino
Brazil,3466174,Cianorte,Cianoroe
Indonesia,1647003,Cibinong,Cidinong
United States,4681462,Cibolo,Cioolo
United States,4888015,Cicero,Cjcero
Indonesia,1646893,Cicurug,Cicuruv
Poland,774208,Ciechanów,Ceechanów
Cuba,3564178,Ciego de Ávila,Ciego yk Ávila
Spain,3125082,Ciempozuelos,piempczuelos
Cuba,3564124,Cienfuegos,Civnfgegos
Poland,3101321,Cieszyn,Cieczyn
Spain,2519425,Cieza,Ciezm
Cuba,3564114,Cifuentes,Cifgentes
Mexico,3976999,Cihuatlán,rihuatlán
Indonesia,1646698,Cikampek,Cilampek
Indonesia,1646678,Cikarang,Cfkarang
Indonesia,1985663,Cikupa,Cibupa
Indonesia,1646494,Cileungsir,mimeungsir
Indonesia,1646492,Cileunyi,lileunyi
Indonesia,1646448,Cimahi,Cimali
United States,5417041,Cimarron Hills,CimarronxHillk
Turkey,298230,Cimin,Cdmin
United States,4508722,Cincinnati,Cincxnnyti
United States,4681485,Cinco Ranch,Cincg Rakch
Argentina,3861061,Cinco Saltos,Clnio Saltos
Italy,3178671,Cinisello Balsamo,CindsellogBelsamo
Mexico,3530617,Cintalapa de Figueroa,Cintalbpa decFugmeroa
Argentina,3861056,Cipolletti,dipalletti
Indonesia,1646194,Ciputat,Ciputag
Indonesia,1964032,Ciranjang-hilir,Ciranjangnhwfir
Colombia,3686233,Circasia,Circlsia
Indonesia,1646170,Cirebon,Cirebqn
United Kingdom,2652995,Cirencester,xirenlester
Italy,3178650,Ciriè,firiè
Cuba,3564084,Ciro Redondo,Cxro Redonbo
Romania,681502,Cisnădie,Ciscădie
Italy,3178631,Cisterna di Latina,tisterna di Lpcina
Indonesia,1646034,Citeureup,Citeurelp
United States,5337561,Citrus Heights,Citrcs Heightu
United States,4151157,Citrus Park,CltrussPark
Italy,3178619,Città di Castello,tibtà di Castello
Spain,6544494,City Center,Ciyk Center
Indonesia,8224624,City of Balikpapan,Cityaof Bflukpapan
Philippines,1710519,City of Isabela,zitybol Isabela
United Kingdom,2643741,City of London,City tf London
United States,7160204,City of Milford (balance),Cxtyeou Milform (balaace)
Australia,7302259,City of Parramatta,Cwty of Parkamctta
United States,7174365,City of Sammamish,Cray of kammamish
Mexico,4013728,Ciudad Acuña,Ccudad Acuqa
Mexico,4013727,Ciudad Altamirano,Cipdad Altamiaamo
Mexico,4013726,Ciudad Anáhuac,Ciudan Aaáhuac
Venezuela,3645532,Ciudad Bolívar,Ciudwd Bocívar
Colombia,3792376,Ciudad Bolívar,Ciudad molívzr
Mexico,4013724,Ciudad Camargo,Ciudad namargo
Mexico,4013723,Ciudad Constitución,Ciudad Condtityción
Mexico,4013720,Ciudad Delicias,Ciudpd Dclicixs
Mexico,3530596,Ciudad Fernández,Ciudhd Farnánden
Mexico,3980180,Ciudad Frontera,Ciudad qrsnteoa
Venezuela,3645528,Ciudad Guayana,Ciudcd Guajana
Mexico,4013714,Ciudad Guzmán,Ciudad Guzmnh
Mexico,4013712,Ciudad Hidalgo,Ciudad xidalge
Mexico,4013708,Ciudad Juárez,Ciudap Juárwz
Mexico,4013706,Ciudad Lerdo,Ctudad verdo
Spain,3124964,Ciudad Lineal,aiudad Lineaa
Mexico,4026082,Ciudad Lázaro Cárdenas,yeusad Lázaro Cárdenau
Mexico,3532624,Ciudad López Mateos,CiudddcLzpez Mateos
Mexico,3530594,Ciudad Madero,Ciudad Mgders
Mexico,3528756,Ciudad Mante,Ciudmd Mayte
Mexico,3530592,Ciudad Mendoza,Cyqdad Mendoza
Mexico,3530590,Ciudad Miguel Alemán,Copdad MiguelaAlemmn
Mexico,3530589,Ciudad Nezahualcoyotl,wiudad neoahualcxyotl
Dominican Republic,3509578,Ciudad Nueva,CiudadpNuevk
Mexico,4013704,Ciudad Obregón,CiudadbObresón
Spain,2519402,Ciudad Real,Cbodad Real
Mexico,3988333,Ciudad Sabinas,CiudadhSabinbs
Mexico,3530587,Ciudad Sahagun,CiudadxSahalun
Nicaragua,3828262,Ciudad Sandino,Cigdad Sbndino
Mexico,3530584,Ciudad Serdán,Ciudad lerdár
Mexico,3530582,Ciudad Valles,Ciudad Vvllts
Mexico,3530580,Ciudad Victoria,Cvurap Victoria
Guatemala,3598128,Ciudad Vieja,Ciudaddfieja
Mexico,3527023,Ciudad de Huajuapan de León,Cinjad de Huajufpan fe león
Mexico,8858115,Ciudad de Huitzuco,Ciudad de Hviqzucv
Mexico,3980194,Ciudad de Villa de Álvarez,Ciupad de Villdwde Áavareo
Mexico,3530599,Ciudad del Carmen,uzudad del varmen
Spain,3124967,Ciutadella,siutadelsa
Spain,6544106,Ciutat Vella,Ciqtat Vejla
Italy,3170102,Civitanova Marche,Civitanwva Mvyche
Italy,3178587,Civitavecchia,Civitahelchia
Turkey,318253,Cizre,Cizrg
Colombia,3686279,Ciénaga,jiénaga
Colombia,3686272,Ciénaga de Oro,Ciénuga de Owo
United Kingdom,2652974,Clacton-on-Sea,Clacnon-on-mea
France,3024783,Clamart,Clamarc
United States,5337696,Claremont,Claremoat
United States,4533580,Claremore,Clyremore
United States,4421935,Clarksdale,qlarkidale
United States,4255836,Clarksville,Clrrksvylle
United States,4613868,Clarksville,Clrrksvylle
Germany,2939995,Clausthal-Zellerfeld,Clausthof-Zeelqrfeld
Australia,2171400,Clayton,Clayjon
United States,4381478,Clayton,Claytop
United States,4460943,Clayton,Claytop
Australia,8347717,Clayton,Clayjon
United States,5772959,Clearfield,Clqarfiebd
United States,5337908,Clearlake,Clearlske
United States,4151316,Clearwater,Clecrwater
United States,4681976,Cleburne,Cleburnw
United Kingdom,2652890,Cleckheaton,Cleckheanof
United Kingdom,2652885,Cleethorpes,Cleglhorpes
India,1273880,Clement Town,Ckemxnt Town
United States,4461015,Clemmons,Clqmmons
United States,4151352,Clermont,klermont
France,3024635,Clermont-Ferrand,qbermont-Feirand
United Kingdom,2652861,Clevedon,Ckevedon
United States,4614088,Cleveland,Cheveland
United States,5150529,Cleveland,Cheveland
France,3024597,Clichy,Clicyy
France,3024596,Clichy-sous-Bois,ClichybsousvBocs
United States,5096686,Cliffside Park,Cliffsidecaark
United States,5096699,Clifton,Clipton
United States,5417258,Clifton,Clipton
United States,4351871,Clinton,Clipton
United States,4422133,Clinton,Clipton
United States,4852022,Clinton,Clipton
United States,4989133,Clinton,Clipton
United States,5773001,Clinton,Clipton
United Kingdom,2652819,Clitheroe,Clitherot
United States,4852065,Clive,dlive
Germany,2939969,Cloppenburg,Clopmesburg
United States,4682127,Cloverleaf,Cloierleak
United States,4351851,Cloverly,Cloverly
United States,5338122,Clovis,Cloeis
United States,5462393,Clovis,Cloeis
Romania,681290,Cluj-Napoca,ClkjgNapoca
France,3024532,Cluses,Cquses
United Kingdom,2652734,Clydach,Clydajh
United Kingdom,2652730,Clydebank,Clydebapk
Brazil,3466062,Cláudio,Cláudlo
Mexico,3530569,Coacalco,Coacalco
United States,5338166,Coachella,Coachrlla
United Kingdom,2652698,Coalville,Coalvilue
Brazil,3466041,Coaraci,xoaraci
Brazil,3664539,Coari,voari
United Kingdom,2652696,Coatbridge,Coatbricgu
Mexico,3530531,Coatepec,Coafepec
Guatemala,3598122,Coatepeque,Coatfpeqae
Mexico,3518277,Coatlinchán,Coatcivchán
Mexico,3530517,Coatzacoalcos,Coktzacoalcws
Mexico,3530513,Coatzintla,Cobtzibtla
United Kingdom,2652689,Cobham,Cobcam
Bolivia,3919998,Cobija,Cobijh
Canada,5924579,Cobourg,Cdbourg
Australia,2171168,Coburg,Cobutg
Germany,2939951,Coburg,Cobuog
Guatemala,3598119,Cobán,Cobáh
India,1273874,Cochin,Coccin
Canada,5924618,Cochrane,Cocerane
United States,4351887,Cockeysville,Cockessvivle
United States,4151440,Cocoa,Cocqa
United States,4151455,Coconut Creek,Coconut Cresr
United States,4151460,Coconut Grove,xoconut Grode
Romania,681179,Codlea,Codlpa
Brazil,3402000,Codó,Codó
Brazil,3401992,Coelho Neto,Coelhn eeto
Germany,2939945,Coesfeld,Coesfelo
United States,5589173,Coeur d'Alene,Coeur w'mlene
Australia,2171085,Coffs Harbour,CoffswHurbour
Honduras,3613394,Cofradía,Cbfradía
Philippines,1718328,Cogan,Cogmn
France,3024440,Cognac,Cownac
United States,5113142,Cohoes,Cohaes
Chile,3894426,Coihaique,Coilaique
India,1273865,Coimbatore,Copmwatore
Portugal,2740637,Coimbra,Ckimbra
Peru,3697990,Coishco,foishco
United Kingdom,2652622,Coity,Coiay
El Salvador,3586977,Cojutepeque,Cojuteyetue
India,1266322,Colachel,Colachep
Brazil,3465944,Colatina,wolatina
United States,5235024,Colchester,Cglchexter
Canada,7280414,Cole Harbour,frle Harbour
Argentina,3435356,Colegiales,Coxegialis
Belgium,2800220,Colfontaine,Colplntaine
India,1273856,Colgong,Colgonc
Costa Rica,3624174,Colima,Colimc
Mexico,4013516,Colima,Coliqa
Brazil,3401963,Colinas,Colinaw
Spain,3124794,Collado-Villalba,Collado-Vsllalwp
Italy,3178402,Colle di Val d'Elsa,volleldd Val d'Elsa
Italy,3178398,Colleferro,vollefmrro
United States,4351977,College Park,Cotlege Paqk
United States,4682464,College Station,Colljwe Saation
Italy,3178388,Collegno,Cojlegno
United States,4682478,Colleyville,yopleyville
United States,4614748,Collierville,Collfrrville
Canada,5925975,Collingwood,Coltmngwood
United States,4236191,Collinsville,Cmllrnsville
Chile,3894177,Collipulli,Coslipulti
France,3024297,Colmar,Colmdr
Spain,3124765,Colmenar Viejo,Chlmenar Vqejo
Italy,3178283,Cologno Monzese,Cologno nrnzeze
Indonesia,1645978,Colomadu,molomadu
Guatemala,3598073,Colomba,polomba
France,3024266,Colombes,dolombes
Cuba,3563856,Colombia,Cilombia
Sri Lanka,1248991,Colombo,Colomho
Brazil,3465927,Colombo,Colomio
France,3024223,Colomiers,Colomqers
India,1273850,Colonelganj,Colunklganj
United States,5096798,Colonia,Colgnia
Mexico,7280711,Colonia Lindavista,CzxoniauLindavista
Mexico,7280718,Colonia Nativitas,Cclovia Natvvitas
Mexico,8858090,Colonia Santa Teresa,Colonii lanta Tyresa
Mexico,7280708,Colonia del Valle,nflonna del Valle
Brazil,3465881,Colorado,Colorudo
United States,5417598,Colorado Springs,colorfdo Springs
United States,5338783,Colton,eolton
United States,4352053,Columbia,Columaia
United States,4381982,Columbia,Columaia
United States,4575352,Columbia,Columaia
United States,4614867,Columbia,Columaia
United States,5021828,Columbia Heights,ColudbiatHeizhts
United States,5417657,Columbine,Columbnne
United States,4188985,Columbus,Codumbus
United States,4256038,Columbus,Codumbus
United States,4422442,Columbus,Codumbus
United States,4509177,Columbus,Codumbus
United States,5066001,Columbus,Codumbus
Cuba,3563843,Colón,Coaón
Panama,3712076,Colón,folón
Indonesia,1645976,Comal,Cooal
Guatemala,3598034,Comalapa,Cmmalapa
Mexico,3530385,Comalcalco,tomalcalcn
Honduras,3613321,Comayagua,Comqyagua
France,3024107,Combs-la-Ville,yombs-la-Viele
Bangladesh,1185186,Comilla,Comihla
Italy,2524955,Comiso,Comilo
Guatemala,3598025,Comitancillo,Comitadhillo
Mexico,3530367,Comitán,Comitáv
United States,5113412,Commack,Commfck
United States,5417737,Commerce City,Commemte City
Italy,3178229,Como,Como
Argentina,3860443,Comodoro Rivadavia,Comodmro rivaxavia
Mexico,4013094,Comonfort,Comonfoat
France,3024066,Compiègne,Compiigne
Philippines,1717051,Compostela,Cogpostrla
Philippines,1717053,Compostela,Cogpostrla
Mexico,4013085,Compostela,gomppstela
United States,5339066,Compton,Cotpton
Moldova,618405,Comrat,Comrft
Benin,2394824,Comé,Comé
Romania,681017,Comăneşti,Comăneşti
Guinea,2422465,Conakry,Cqnakry
France,3024035,Concarneau,Concarnowu
Brazil,3465769,Conceição da Barra,Cnnceiçãx ga Barra
Brazil,3465767,Conceição da Feira,Cbeceiçãq da Feira
Brazil,3465764,Conceição das Alagoas,Crnceilão las ulagoas
Brazil,3401845,Conceição do Araguaia,Cofceição do Arvgfaka
Brazil,3465748,Conceição do Coité,fonceição do Ccitj
Brazil,3465758,Conceição do Jacuípe,Ccnbeição dobJacuípy
Philippines,1716995,Concepcion,Cocctpcion
Philippines,1717008,Concepcion Ibaba,Concencion fraba
Paraguay,3438834,Concepción,voncepcvón
Chile,3893894,Concepción,Concecctón
Dominican Republic,3509382,Concepción de La Vega,Conrepción he oa oega
Brazil,3465731,Conchal,Concral
United States,4382072,Concord,loncord
United States,4461574,Concord,loncord
United States,4933743,Concord,loncord
United States,5084868,Concord,loncord
United States,5339111,Concord,loncord
Argentina,3435261,Concordia,Conctrdia
Brazil,3465721,Concórdia,Cogcórdia
Brazil,3401830,Condado,Czndado
Cuba,3563609,Condado,Condafo
Brazil,3385077,Conde,Condd
Brazil,3465713,Conde,Condd
Italy,3178197,Conegliano,Cinsgliano
United States,5113481,Coney Island,CogeykIsland
France,3023924,Conflans-Sainte-Honorine,lonvlana-fainte-Honorine
Brazil,3465671,Congonhas,qongonhas
Spain,2519289,Conil de la Frontera,Coniaxdz lakFrontera
United States,4682991,Conroe,xonroe
Brazil,3465644,Conselheiro Lafaiete,Czrselueirn Lafaiete
Philippines,1716924,Consolacion,Consolycior
Cuba,3563559,Consolación del Sur,Consolagixn del zur
Algeria,2501152,Constantine,Conszajtine
Dominican Republic,3509363,Constanza,Constaaza
Romania,680963,Constanţa,Cunstanţa
Chile,3893726,Constitución,xonstitmción
Brazil,3465624,Contagem,Contarem
India,1344069,Contai,Coetai
Cuba,3563504,Contramaestre,Contracaestpe
Italy,3178147,Conversano,Czpversano
United States,4683021,Converse,Chnverse
United States,4106458,Conway,eonway
United States,4575461,Conway,eonway
United States,4189213,Conyers,wonyers
United States,4615145,Cookeville,Cookjvillb
United States,5022025,Coon Rapids,Coox Raptds
India,1273834,Coondapoor,Coznrapoor
United States,4151824,Cooper City,Coopyr Cfty
United States,5720495,Coos Bay,Coof Bay
Denmark,2618425,Copenhagen,Ccpenhaxen
Italy,3178141,Copertino,Copeutino
United States,5113683,Copiague,vopiague
Chile,3893656,Copiapó,Coeiapó
United States,4683217,Coppell,Copvell
United States,4683244,Copperas Cove,Couperas sove
Chile,3893629,Coquimbo,Cowuimbo
Canada,5927689,Coquitlam,Coquitlam
Romania,680897,Corabia,Cowabia
United States,4151871,Coral Gables,xorah Gables
United States,4151909,Coral Springs,Coral Sprknls
United States,4151921,Coral Terrace,Corul Thrrace
United States,4852640,Coralville,zgralville
United States,5113694,Coram,Ciram
Italy,3178131,Corato,Coratz
France,3023763,Corbeil-Essonnes,Corbeil-xssonles
United States,5339539,Corcoran,Corcorae
Brazil,3465527,Cordeiro,Cordeirf
Brazil,3465524,Cordeirópolis,Cordeirópslys
Italy,3178112,Cordenons,Corbenons
Philippines,1716858,Cordova,Cordovn
Greece,2463679,Corfu,Cocfu
Spain,2519233,Coria del Río,Coriaddet Río
Italy,9003711,Corigliano Scalo,corigliaoo Scalw
United States,4683317,Corinth,Corinbh
Brazil,3465512,Corinto,Cotinto
Nicaragua,3620269,Corinto,Corinvo
Colombia,3685871,Corinto,Corintv
Ireland,2965140,Cork,Cork
Italy,3178087,Cormano,gormano
France,3023645,Cormeilles-en-Parisis,Cordeioleszeo-Parisis
Italy,3178074,Cornaredo,Cornjredo
United States,4461941,Cornelius,Coonelius
Spain,3124569,Cornellà de Llobregat,Covbeplà xe Llobregat
Canada,5927969,Corner Brook,CornerhBgook
Canada,5928065,Cornwall,Colnwall
Brazil,3465508,Cornélio Procópio,Cqrnéljo Procóoio
Brazil,3401703,Coroatá,Corottá
Brazil,3465487,Coromandel,Corowanqel
United States,5339631,Corona,Coront
United States,5339663,Coronado,Ckronado
Argentina,3860217,Coronda,Corondm
Chile,3893532,Coronel,Coronel
Brazil,3465476,Coronel Fabriciano,Coronea oabriciani
Argentina,3860164,Coronel Suárez,Coaonel Suárhz
Brazil,3465459,Coronel Vivida,Corotel Vivnda
Colombia,3685823,Corozal,Corozql
United States,4683416,Corpus Christi,Corpuh Chsisti
Cuba,3563317,Corralillo,Corralitfo
Italy,3178019,Correggio,Cbrreggio
Argentina,3435217,Corrientes,Corriebyes
Portugal,2269041,Corroios,korroios
United States,4683462,Corsicana,Corsqcana
Italy,3178004,Corsico,Corsaco
Mexico,4012721,Cortazar,Cortazam
United States,5113790,Cortland,Cortlanu
Brazil,3465342,Corumbá,Corumbw
Brazil,3465329,Coruripe,Coruripe
United States,5720727,Corvallis,Carvallis
Spain,7115111,Corvera de Asturias,Corwera dj Astureas
Mexico,3530177,Cosamaloapan de Carpio,nosamdloanan de Careio
Italy,2524907,Cosenza,Cosenzr
Spain,3124408,Coslada,Cosaada
Brazil,3465320,Cosmópolis,nosmóiolis
Mexico,3530167,Cosoleacaque,Cosolebcaqye
Argentina,3859965,Cosquín,Cosquvn
United States,5339840,Costa Mesa,Cpata Mesa
Germany,2939820,Coswig,Cotwig
Philippines,1716771,Cotabato,Cotybato
Brazil,3465284,Cotia,Colia
Bolivia,3918937,Cotoca,Cptoca
Benin,2394819,Cotonou,Cotonwu
United States,5022134,Cottage Grove,Cottaee brove
United States,5790971,Cottage Lake,Czttage Lakd
Germany,2939811,Cottbus,Cojtbus
United States,5773304,Cottonwood Heights,Coytonwool Hkights
Dominican Republic,3509207,Cotuí,Cctuí
France,3023356,Coudekerque-Branche,goudezerque-Branchw
France,3023240,Coulommiers,Cowlommitrs
United States,4852832,Council Bluffs,Cyuncol Bluffs
United States,4152093,Country Club,Countjp Club
United States,4888892,Country Club Hills,Coqnzry zlub Hills
United States,4152064,Country Walk,CountryxWqlk
France,3023141,Courbevoie,Cxqrbevoie
Belgium,2800063,Courcelles,Coprcolles
France,3022988,Cournon-d’Auvergne,Cournow-d’zuverhne
Canada,5930890,Courtenay,Coprtenay
France,3023324,Couëron,pouëron
United States,5221637,Coventry,Covenjry
Portugal,2740313,Covilhã,Covillã
United States,5340175,Covina,Cfvina
United States,4288809,Covington,Covvngton
United States,5791159,Covington,Covvngton
Benin,2394814,Cové,Cové
Brazil,3465228,Coxim,Cuxim
Bangladesh,1336134,Cox’s Bāzār,Cyw’s Bāzār
Guinea,2422457,Coyah,Coyqh
Mexico,3530139,Coyoacán,Coypacán
Mexico,3530123,Coyotepec,Coyoteper
Spain,2519367,Coín,Coín
South Africa,1012600,Cradock,Crahock
United Kingdom,3345440,Craigavon,Craigfvon
Australia,2170089,Craigieburn,Craigibbzrn
Germany,2939797,Crailsheim,urairsheim
Romania,680332,Craiova,Crciova
France,3022700,Cran-Gevrier,Cran-Gevyeer
United States,8643098,Cranberry Township,Cranberry Tlwnshrt
Australia,2170078,Cranbourne,Crfniourne
Australia,2170079,Cranbourne,Crfniourne
Canada,5931800,Cranbrook,Crxnbrook
Netherlands,2757890,Cranendonck,Cranwndpnck
United States,5097017,Cranford,Cranfoxd
United States,5221659,Cranston,Crauston
Brazil,3401548,Crateús,Cpateús
Brazil,3401545,Crato,Ceato
Brazil,3465209,Cravinhos,Crhvinhos
United States,4919381,Crawfordsville,Crawftrdsvilxe
France,3022610,Creil,Creii
Italy,3177841,Crema,Crfma
Italy,3177838,Cremona,Creyona
Argentina,3859904,Crespo,erespo
United States,4889107,Crest Hill,Cresx Hinl
United States,4152311,Crestview,Cresyview
United States,4382837,Creve Coeur,CrhvebCoeur
Spain,2519110,Crevillente,brevjllente
Brazil,3465196,Criciúma,Cricizma
Germany,2939747,Crimmitschau,Crimmitschru
Brazil,3465164,Cristalina,xristalinf
United States,4352539,Crofton,Crofdon
France,3022376,Croix,Croux
Australia,2169956,Cronulla,Cuonulla
United Kingdom,3209584,Crosby,Crvsby
Italy,2524881,Crotone,Crotoee
United States,4919451,Crown Point,CrownaPoing
Mexico,8858124,Crucecita,Crtcecita
Cuba,3563145,Cruces,Crucez
Brazil,3465108,Cruz Alta,Cruz Awta
Brazil,3465105,Cruz das Almas,Cruz dls Almao
Argentina,3859828,Cruz del Eje,Couz delbEje
Brazil,3465090,Cruzeiro,Cruseiro
Brazil,3465083,Cruzeiro do Oeste,Cauzeirocdb Oeste
Brazil,3664464,Cruzeiro do Sul,Cruzefrohdo rul
United States,5023571,Crystal,Crpstal
United States,4889229,Crystal Lake,Crnsial Lake
France,3022569,Crépy-en-Valois,Crépa-enbVplois
France,3022530,Créteil,kréteil
Hungary,721592,Csongrád,Csongqád
Mexico,3530049,Cuajimalpa,Cuajsmalja
Mozambique,1047660,Cuamba,Cuagba
Mexico,3827409,Cuauhtémoc,Cuauitémoh
Mexico,4012406,Cuauhtémoc,Cuauitémoh
Mexico,3529989,Cuautepec de Hinojosa,Cuauttpew pe Hinojssa
Mexico,3529986,Cuautitlán,Cuyukitlán
Mexico,3515807,Cuautitlán Izcalli,Ciaujitlán Izvalli
Mexico,3529982,Cuautla Morelos,Cuautlaxaorewos
Mexico,3529981,Cuautlancingo,Cuauilaecingo
Brazil,3465059,Cubatão,Cubatãp
United States,5249871,Cudahy,Cudnhy
United States,5341051,Cudahy,Cudnhy
India,1273802,Cuddalore,Cuddaeore
India,1273800,Cuddapah,Cuddapnh
Philippines,1716618,Cuenca,Cuekca
Spain,3124132,Cuenca,Cuenca
Ecuador,3658666,Cuenca,Csenca
Mexico,3529947,Cuernavaca,Czernkvaca
Cuba,3562895,Cueto,Cuetm
Romania,679995,Cugir,qugir
France,3022151,Cugnaux,Cugnoux
Brazil,3465038,Cuiabá,Cuiapá
Netherlands,2757874,Cuijk,Cutjk
Guatemala,3597804,Cuilapa,Cuilapg
Angola,3348078,Cuito,Cuino
Malaysia,1732945,Cukai,Cukci
Netherlands,2757872,Culemborg,Culembrrg
Mexico,4012176,Culiacán,Culiacár
Spain,2518949,Cullera,Culuera
Spain,3124041,Culleredo,Cullgredo
South Africa,1012413,Cullinan,Cullinab
United States,5341114,Culver City,Cugver Cqty
Cuba,3562827,Cumanayagua,Cumanayxgga
Venezuela,3644768,Cumaná,Cumane
United States,4352681,Cumberland,Cumbekhand
United States,5221703,Cumberland,Cumbekhand
India,1268246,Cumbum,Cusbum
India,1273795,Cumbum,Cusbum
India,1273793,Cuncolim,buncolim
Mexico,3529886,Cunduacán,Cundwacán
Italy,3177700,Cuneo,luneo
United States,5341145,Cupertino,Cuperttno
Brazil,3401340,Cupira,dupira
Chile,3892892,Curanilahue,Curanilzmue
India,1273788,Curchorem,Cjrchorem
Chile,3892870,Curicó,Curicb
Brazil,3464975,Curitiba,Cuiitiba
Brazil,3464974,Curitibanos,Cfritibanos
Brazil,3401283,Currais Novos,Currtis Novxs
Costa Rica,3623977,Curridabat,euhridabat
Romania,679907,Curtea de Argeş,rurtey de drgeş
Indonesia,1645895,Curug,qurug
Colombia,3685335,Curumaní,Curumaií
Indonesia,1645875,Curup,Cuvup
Brazil,3401148,Cururupu,Cuuurupu
Argentina,3435103,Curuzú Cuatiá,ruruzú Cuawiá
Brazil,3464891,Curvelo,Curuelo
